48,VCTK_gt_p295_004,../ref_22.05k/Dublin/p295/p295_004.wav,wav,,,p295,,irish
49,VCTK_gt_p295_005,../ref_22.05k/Dublin/p295/p295_005.wav,wav,,,p295,,irish
50,VCTK_gt_p295_006,../ref_22.05k/Dublin/p295/p295_006.wav,wav,,,p295,,irish
51,VCTK_gt_p295_007,../ref_22.05k/Dublin/p295/p295_007.wav,wav,,,p295,,irish
52,VCTK_gt_p295_008,../ref_22.05k/Dublin/p295/p295_008.wav,wav,,,p295,,irish
53,VCTK_gt_p295_009,../ref_22.05k/Dublin/p295/p295_009.wav,wav,,,p295,,irish
54,VCTK_gt_p295_010,../ref_22.05k/Dublin/p295/p295_010.wav,wav,,,p295,,irish
55,VCTK_gt_p295_011,../ref_22.05k/Dublin/p295/p295_011.wav,wav,,,p295,,irish
56,VCTK_gt_p295_012,../ref_22.05k/Dublin/p295/p295_012.wav,wav,,,p295,,irish
57,VCTK_gt_p295_013,../ref_22.05k/Dublin/p295/p295_013.wav,wav,,,p295,,irish
58,VCTK_gt_p295_014,../ref_22.05k/Dublin/p295/p295_014.wav,wav,,,p295,,irish
59,VCTK_gt_p295_015,../ref_22.05k/Dublin/p295/p295_015.wav,wav,,,p295,,irish
60,VCTK_gt_p295_016,../ref_22.05k/Dublin/p295/p295_016.wav,wav,,,p295,,irish
61,VCTK_gt_p295_017,../ref_22.05k/Dublin/p295/p295_017.wav,wav,,,p295,,irish
62,VCTK_gt_p295_018,../ref_22.05k/Dublin/p295/p295_018.wav,wav,,,p295,,irish
63,VCTK_gt_p295_019,../ref_22.05k/Dublin/p295/p295_019.wav,wav,,,p295,,irish
64,VCTK_gt_p295_020,../ref_22.05k/Dublin/p295/p295_020.wav,wav,,,p295,,irish
65,VCTK_gt_p295_021,../ref_22.05k/Dublin/p295/p295_021.wav,wav,,,p295,,irish
66,VCTK_gt_p295_022,../ref_22.05k/Dublin/p295/p295_022.wav,wav,,,p295,,irish
67,VCTK_gt_p340_001,../ref_22.05k/Dublin/p340/p340_001.wav,wav,,,p340,,irish
68,VCTK_gt_p340_002,../ref_22.05k/Dublin/p340/p340_002.wav,wav,,,p340,,irish
69,VCTK_gt_p340_003,../ref_22.05k/Dublin/p340/p340_003.wav,wav,,,p340,,irish
70,VCTK_gt_p340_004,../ref_22.05k/Dublin/p340/p340_004.wav,wav,,,p340,,irish
71,VCTK_gt_p340_005,../ref_22.05k/Dublin/p340/p340_005.wav,wav,,,p340,,irish
72,VCTK_gt_p340_006,../ref_22.05k/Dublin/p340/p340_006.wav,wav,,,p340,,irish
73,VCTK_gt_p340_007,../ref_22.05k/Dublin/p340/p340_007.wav,wav,,,p340,,irish
74,VCTK_gt_p340_008,../ref_22.05k/Dublin/p340/p340_008.wav,wav,,,p340,,irish
75,VCTK_gt_p340_009,../ref_22.05k/Dublin/p340/p340_009.wav,wav,,,p340,,irish
76,VCTK_gt_p340_010,../ref_22.05k/Dublin/p340/p340_010.wav,wav,,,p340,,irish
77,VCTK_gt_p340_011,../ref_22.05k/Dublin/p340/p340_011.wav,wav,,,p340,,irish
78,VCTK_gt_p340_012,../ref_22.05k/Dublin/p340/p340_012.wav,wav,,,p340,,irish
79,VCTK_gt_p340_013,../ref_22.05k/Dublin/p340/p340_013.wav,wav,,,p340,,irish
80,VCTK_gt_p340_014,../ref_22.05k/Dublin/p340/p340_014.wav,wav,,,p340,,irish
81,VCTK_gt_p340_015,../ref_22.05k/Dublin/p340/p340_015.wav,wav,,,p340,,irish
82,VCTK_gt_p340_016,../ref_22.05k/Dublin/p340/p340_016.wav,wav,,,p340,,irish
83,VCTK_gt_p340_017,../ref_22.05k/Dublin/p340/p340_017.wav,wav,,,p340,,irish
84,VCTK_gt_p340_018,../ref_22.05k/Dublin/p340/p340_018.wav,wav,,,p340,,irish
85,VCTK_gt_p340_019,../ref_22.05k/Dublin/p340/p340_019.wav,wav,,,p340,,irish
86,VCTK_gt_p340_020,../ref_22.05k/Dublin/p340/p340_020.wav,wav,,,p340,,irish
87,VCTK_gt_p340_021,../ref_22.05k/Dublin/p340/p340_021.wav,wav,,,p340,,irish
88,VCTK_gt_p340_022,../ref_22.05k/Dublin/p340/p340_022.wav,wav,,,p340,,irish
89,VCTK_gt_p252_001,../ref_22.05k/Edinburgh/p252/p252_001.wav,wav,,,p252,,scottish
90,VCTK_gt_p252_002,../ref_22.05k/Edinburgh/p252/p252_002.wav,wav,,,p252,,scottish
91,VCTK_gt_p252_003,../ref_22.05k/Edinburgh/p252/p252_003.wav,wav,,,p252,,scottish
92,VCTK_gt_p252_004,../ref_22.05k/Edinburgh/p252/p252_004.wav,wav,,,p252,,scottish
93,VCTK_gt_p252_005,../ref_22.05k/Edinburgh/p252/p252_005.wav,wav,,,p252,,scottish
94,VCTK_gt_p252_006,../ref_22.05k/Edinburgh/p252/p252_006.wav,wav,,,p252,,scottish
95,VCTK_gt_p252_007,../ref_22.05k/Edinburgh/p252/p252_007.wav,wav,,,p252,,scottish
96,VCTK_gt_p252_008,../ref_22.05k/Edinburgh/p252/p252_008.wav,wav,,,p252,,scottish
97,VCTK_gt_p252_009,../ref_22.05k/Edinburgh/p252/p252_009.wav,wav,,,p252,,scottish
98,VCTK_gt_p252_010,../ref_22.05k/Edinburgh/p252/p252_010.wav,wav,,,p252,,scottish
99,VCTK_gt_p252_011,../ref_22.05k/Edinburgh/p252/p252_011.wav,wav,,,p252,,scottish
100,VCTK_gt_p252_012,../ref_22.05k/Edinburgh/p252/p252_012.wav,wav,,,p252,,scottish
101,VCTK_gt_p252_013,../ref_22.05k/Edinburgh/p252/p252_013.wav,wav,,,p252,,scottish
102,VCTK_gt_p252_014,../ref_22.05k/Edinburgh/p252/p252_014.wav,wav,,,p252,,scottish
103,VCTK_gt_p252_015,../ref_22.05k/Edinburgh/p252/p252_015.wav,wav,,,p252,,scottish
104,VCTK_gt_p252_016,../ref_22.05k/Edinburgh/p252/p252_016.wav,wav,,,p252,,scottish
105,VCTK_gt_p252_017,../ref_22.05k/Edinburgh/p252/p252_017.wav,wav,,,p252,,scottish
106,VCTK_gt_p252_018,../ref_22.05k/Edinburgh/p252/p252_018.wav,wav,,,p252,,scottish
107,VCTK_gt_p252_019,../ref_22.05k/Edinburgh/p252/p252_019.wav,wav,,,p252,,scottish
108,VCTK_gt_p252_020,../ref_22.05k/Edinburgh/p252/p252_020.wav,wav,,,p252,,scottish
109,VCTK_gt_p252_021,../ref_22.05k/Edinburgh/p252/p252_021.wav,wav,,,p252,,scottish
110,VCTK_gt_p252_022,../ref_22.05k/Edinburgh/p252/p252_022.wav,wav,,,p252,,scottish
111,VCTK_gt_p252_023,../ref_22.05k/Edinburgh/p252/p252_023.wav,wav,,,p252,,scottish
112,VCTK_gt_p262_001,../ref_22.05k/Edinburgh/p262/p262_001.wav,wav,,,p262,,scottish
113,VCTK_gt_p262_002,../ref_22.05k/Edinburgh/p262/p262_002.wav,wav,,,p262,,scottish
114,VCTK_gt_p262_003,../ref_22.05k/Edinburgh/p262/p262_003.wav,wav,,,p262,,scottish
115,VCTK_gt_p262_004,../ref_22.05k/Edinburgh/p262/p262_004.wav,wav,,,p262,,scottish
116,VCTK_gt_p262_005,../ref_22.05k/Edinburgh/p262/p262_005.wav,wav,,,p262,,scottish
117,VCTK_gt_p262_006,../ref_22.05k/Edinburgh/p262/p262_006.wav,wav,,,p262,,scottish
118,VCTK_gt_p262_007,../ref_22.05k/Edinburgh/p262/p262_007.wav,wav,,,p262,,scottish
119,VCTK_gt_p262_008,../ref_22.05k/Edinburgh/p262/p262_008.wav,wav,,,p262,,scottish
120,VCTK_gt_p262_009,../ref_22.05k/Edinburgh/p262/p262_009.wav,wav,,,p262,,scottish
121,VCTK_gt_p262_010,../ref_22.05k/Edinburgh/p262/p262_010.wav,wav,,,p262,,scottish
122,VCTK_gt_p262_011,../ref_22.05k/Edinburgh/p262/p262_011.wav,wav,,,p262,,scottish
123,VCTK_gt_p262_012,../ref_22.05k/Edinburgh/p262/p262_012.wav,wav,,,p262,,scottish
124,VCTK_gt_p262_013,../ref_22.05k/Edinburgh/p262/p262_013.wav,wav,,,p262,,scottish
125,VCTK_gt_p262_014,../ref_22.05k/Edinburgh/p262/p262_014.wav,wav,,,p262,,scottish
126,VCTK_gt_p262_015,../ref_22.05k/Edinburgh/p262/p262_015.wav,wav,,,p262,,scottish
127,VCTK_gt_p262_016,../ref_22.05k/Edinburgh/p262/p262_016.wav,wav,,,p262,,scottish
128,VCTK_gt_p262_017,../ref_22.05k/Edinburgh/p262/p262_017.wav,wav,,,p262,,scottish
129,VCTK_gt_p262_018,../ref_22.05k/Edinburgh/p262/p262_018.wav,wav,,,p262,,scottish
130,VCTK_gt_p262_019,../ref_22.05k/Edinburgh/p262/p262_019.wav,wav,,,p262,,scottish
131,VCTK_gt_p262_020,../ref_22.05k/Edinburgh/p262/p262_020.wav,wav,,,p262,,scottish
132,VCTK_gt_p262_021,../ref_22.05k/Edinburgh/p262/p262_021.wav,wav,,,p262,,scottish
133,VCTK_gt_p262_022,../ref_22.05k/Edinburgh/p262/p262_022.wav,wav,,,p262,,scottish
134,VCTK_gt_p262_023,../ref_22.05k/Edinburgh/p262/p262_023.wav,wav,,,p262,,scottish
135,VCTK_gt_p272_002,../ref_22.05k/Edinburgh/p272/p272_002.wav,wav,,,p272,,scottish
136,VCTK_gt_p272_003,../ref_22.05k/Edinburgh/p272/p272_003.wav,wav,,,p272,,scottish
137,VCTK_gt_p272_004,../ref_22.05k/Edinburgh/p272/p272_004.wav,wav,,,p272,,scottish
138,VCTK_gt_p272_005,../ref_22.05k/Edinburgh/p272/p272_005.wav,wav,,,p272,,scottish
139,VCTK_gt_p272_006,../ref_22.05k/Edinburgh/p272/p272_006.wav,wav,,,p272,,scottish
140,VCTK_gt_p272_007,../ref_22.05k/Edinburgh/p272/p272_007.wav,wav,,,p272,,scottish
141,VCTK_gt_p272_008,../ref_22.05k/Edinburgh/p272/p272_008.wav,wav,,,p272,,scottish
142,VCTK_gt_p272_009,../ref_22.05k/Edinburgh/p272/p272_009.wav,wav,,,p272,,scottish
143,VCTK_gt_p272_010,../ref_22.05k/Edinburgh/p272/p272_010.wav,wav,,,p272,,scottish
144,VCTK_gt_p272_011,../ref_22.05k/Edinburgh/p272/p272_011.wav,wav,,,p272,,scottish
145,VCTK_gt_p272_012,../ref_22.05k/Edinburgh/p272/p272_012.wav,wav,,,p272,,scottish
146,VCTK_gt_p272_013,../ref_22.05k/Edinburgh/p272/p272_013.wav,wav,,,p272,,scottish
147,VCTK_gt_p272_014,../ref_22.05k/Edinburgh/p272/p272_014.wav,wav,,,p272,,scottish
148,VCTK_gt_p272_015,../ref_22.05k/Edinburgh/p272/p272_015.wav,wav,,,p272,,scottish
149,VCTK_gt_p272_016,../ref_22.05k/Edinburgh/p272/p272_016.wav,wav,,,p272,,scottish
150,VCTK_gt_p272_017,../ref_22.05k/Edinburgh/p272/p272_017.wav,wav,,,p272,,scottish
151,VCTK_gt_p272_018,../ref_22.05k/Edinburgh/p272/p272_018.wav,wav,,,p272,,scottish
152,VCTK_gt_p272_019,../ref_22.05k/Edinburgh/p272/p272_019.wav,wav,,,p272,,scottish
153,VCTK_gt_p272_020,../ref_22.05k/Edinburgh/p272/p272_020.wav,wav,,,p272,,scottish
154,VCTK_gt_p272_021,../ref_22.05k/Edinburgh/p272/p272_021.wav,wav,,,p272,,scottish
155,VCTK_gt_p272_022,../ref_22.05k/Edinburgh/p272/p272_022.wav,wav,,,p272,,scottish
156,VCTK_gt_p272_023,../ref_22.05k/Edinburgh/p272/p272_023.wav,wav,,,p272,,scottish
157,VCTK_gt_p281_002,../ref_22.05k/Edinburgh/p281/p281_002.wav,wav,,,p281,,scottish
158,VCTK_gt_p281_003,../ref_22.05k/Edinburgh/p281/p281_003.wav,wav,,,p281,,scottish
159,VCTK_gt_p281_004,../ref_22.05k/Edinburgh/p281/p281_004.wav,wav,,,p281,,scottish
160,VCTK_gt_p281_005,../ref_22.05k/Edinburgh/p281/p281_005.wav,wav,,,p281,,scottish
161,VCTK_gt_p281_006,../ref_22.05k/Edinburgh/p281/p281_006.wav,wav,,,p281,,scottish
162,VCTK_gt_p281_007,../ref_22.05k/Edinburgh/p281/p281_007.wav,wav,,,p281,,scottish
163,VCTK_gt_p281_008,../ref_22.05k/Edinburgh/p281/p281_008.wav,wav,,,p281,,scottish
164,VCTK_gt_p281_009,../ref_22.05k/Edinburgh/p281/p281_009.wav,wav,,,p281,,scottish
165,VCTK_gt_p281_010,../ref_22.05k/Edinburgh/p281/p281_010.wav,wav,,,p281,,scottish
166,VCTK_gt_p281_011,../ref_22.05k/Edinburgh/p281/p281_011.wav,wav,,,p281,,scottish
167,VCTK_gt_p281_012,../ref_22.05k/Edinburgh/p281/p281_012.wav,wav,,,p281,,scottish
168,VCTK_gt_p281_013,../ref_22.05k/Edinburgh/p281/p281_013.wav,wav,,,p281,,scottish
169,VCTK_gt_p281_014,../ref_22.05k/Edinburgh/p281/p281_014.wav,wav,,,p281,,scottish
170,VCTK_gt_p281_015,../ref_22.05k/Edinburgh/p281/p281_015.wav,wav,,,p281,,scottish
171,VCTK_gt_p281_016,../ref_22.05k/Edinburgh/p281/p281_016.wav,wav,,,p281,,scottish
172,VCTK_gt_p281_017,../ref_22.05k/Edinburgh/p281/p281_017.wav,wav,,,p281,,scottish
173,VCTK_gt_p281_018,../ref_22.05k/Edinburgh/p281/p281_018.wav,wav,,,p281,,scottish
174,VCTK_gt_p281_019,../ref_22.05k/Edinburgh/p281/p281_019.wav,wav,,,p281,,scottish
175,VCTK_gt_p281_020,../ref_22.05k/Edinburgh/p281/p281_020.wav,wav,,,p281,,scottish
176,VCTK_gt_p281_021,../ref_22.05k/Edinburgh/p281/p281_021.wav,wav,,,p281,,scottish
177,VCTK_gt_p281_022,../ref_22.05k/Edinburgh/p281/p281_022.wav,wav,,,p281,,scottish
178,VCTK_gt_p281_023,../ref_22.05k/Edinburgh/p281/p281_023.wav,wav,,,p281,,scottish
179,VCTK_gt_p285_001,../ref_22.05k/Edinburgh/p285/p285_001.wav,wav,,,p285,,scottish
180,VCTK_gt_p285_002,../ref_22.05k/Edinburgh/p285/p285_002.wav,wav,,,p285,,scottish
181,VCTK_gt_p285_003,../ref_22.05k/Edinburgh/p285/p285_003.wav,wav,,,p285,,scottish
182,VCTK_gt_p285_004,../ref_22.05k/Edinburgh/p285/p285_004.wav,wav,,,p285,,scottish
183,VCTK_gt_p285_005,../ref_22.05k/Edinburgh/p285/p285_005.wav,wav,,,p285,,scottish
184,VCTK_gt_p285_006,../ref_22.05k/Edinburgh/p285/p285_006.wav,wav,,,p285,,scottish
185,VCTK_gt_p285_007,../ref_22.05k/Edinburgh/p285/p285_007.wav,wav,,,p285,,scottish
186,VCTK_gt_p285_008,../ref_22.05k/Edinburgh/p285/p285_008.wav,wav,,,p285,,scottish
187,VCTK_gt_p285_009,../ref_22.05k/Edinburgh/p285/p285_009.wav,wav,,,p285,,scottish
188,VCTK_gt_p285_010,../ref_22.05k/Edinburgh/p285/p285_010.wav,wav,,,p285,,scottish
189,VCTK_gt_p285_011,../ref_22.05k/Edinburgh/p285/p285_011.wav,wav,,,p285,,scottish
190,VCTK_gt_p285_012,../ref_22.05k/Edinburgh/p285/p285_012.wav,wav,,,p285,,scottish
191,VCTK_gt_p285_013,../ref_22.05k/Edinburgh/p285/p285_013.wav,wav,,,p285,,scottish
192,VCTK_gt_p285_014,../ref_22.05k/Edinburgh/p285/p285_014.wav,wav,,,p285,,scottish
193,VCTK_gt_p285_015,../ref_22.05k/Edinburgh/p285/p285_015.wav,wav,,,p285,,scottish
194,VCTK_gt_p285_016,../ref_22.05k/Edinburgh/p285/p285_016.wav,wav,,,p285,,scottish
195,VCTK_gt_p285_017,../ref_22.05k/Edinburgh/p285/p285_017.wav,wav,,,p285,,scottish
196,VCTK_gt_p285_018,../ref_22.05k/Edinburgh/p285/p285_018.wav,wav,,,p285,,scottish
197,VCTK_gt_p285_019,../ref_22.05k/Edinburgh/p285/p285_019.wav,wav,,,p285,,scottish
198,VCTK_gt_p285_020,../ref_22.05k/Edinburgh/p285/p285_020.wav,wav,,,p285,,scottish
199,VCTK_gt_p285_021,../ref_22.05k/Edinburgh/p285/p285_021.wav,wav,,,p285,,scottish
200,VCTK_gt_p285_022,../ref_22.05k/Edinburgh/p285/p285_022.wav,wav,,,p285,,scottish
201,VCTK_gt_p285_023,../ref_22.05k/Edinburgh/p285/p285_023.wav,wav,,,p285,,scottish
202,VCTK_gt_p225_001,../ref_22.05k/SouthernEngland/p225/p225_001.wav,wav,,,p225,,english
203,VCTK_gt_p225_002,../ref_22.05k/SouthernEngland/p225/p225_002.wav,wav,,,p225,,english
204,VCTK_gt_p225_003,../ref_22.05k/SouthernEngland/p225/p225_003.wav,wav,,,p225,,english
205,VCTK_gt_p225_004,../ref_22.05k/SouthernEngland/p225/p225_004.wav,wav,,,p225,,english
206,VCTK_gt_p225_005,../ref_22.05k/SouthernEngland/p225/p225_005.wav,wav,,,p225,,english
207,VCTK_gt_p225_006,../ref_22.05k/SouthernEngland/p225/p225_006.wav,wav,,,p225,,english
208,VCTK_gt_p225_007,../ref_22.05k/SouthernEngland/p225/p225_007.wav,wav,,,p225,,english
209,VCTK_gt_p225_008,../ref_22.05k/SouthernEngland/p225/p225_008.wav,wav,,,p225,,english
210,VCTK_gt_p225_009,../ref_22.05k/SouthernEngland/p225/p225_009.wav,wav,,,p225,,english
211,VCTK_gt_p225_010,../ref_22.05k/SouthernEngland/p225/p225_010.wav,wav,,,p225,,english
212,VCTK_gt_p225_011,../ref_22.05k/SouthernEngland/p225/p225_011.wav,wav,,,p225,,english
213,VCTK_gt_p225_012,../ref_22.05k/SouthernEngland/p225/p225_012.wav,wav,,,p225,,english
214,VCTK_gt_p225_013,../ref_22.05k/SouthernEngland/p225/p225_013.wav,wav,,,p225,,english
215,VCTK_gt_p225_014,../ref_22.05k/SouthernEngland/p225/p225_014.wav,wav,,,p225,,english
216,VCTK_gt_p225_016,../ref_22.05k/SouthernEngland/p225/p225_016.wav,wav,,,p225,,english
217,VCTK_gt_p225_017,../ref_22.05k/SouthernEngland/p225/p225_017.wav,wav,,,p225,,english
218,VCTK_gt_p225_018,../ref_22.05k/SouthernEngland/p225/p225_018.wav,wav,,,p225,,english
219,VCTK_gt_p225_019,../ref_22.05k/SouthernEngland/p225/p225_019.wav,wav,,,p225,,english
220,VCTK_gt_p225_020,../ref_22.05k/SouthernEngland/p225/p225_020.wav,wav,,,p225,,english
221,VCTK_gt_p225_021,../ref_22.05k/SouthernEngland/p225/p225_021.wav,wav,,,p225,,english
222,VCTK_gt_p225_022,../ref_22.05k/SouthernEngland/p225/p225_022.wav,wav,,,p225,,english
223,VCTK_gt_p225_023,../ref_22.05k/SouthernEngland/p225/p225_023.wav,wav,,,p225,,english
224,VCTK_gt_p226_001,../ref_22.05k/SouthernEngland/p226/p226_001.wav,wav,,,p226,,english
225,VCTK_gt_p226_002,../ref_22.05k/SouthernEngland/p226/p226_002.wav,wav,,,p226,,english
226,VCTK_gt_p226_003,../ref_22.05k/SouthernEngland/p226/p226_003.wav,wav,,,p226,,english
227,VCTK_gt_p226_004,../ref_22.05k/SouthernEngland/p226/p226_004.wav,wav,,,p226,,english
228,VCTK_gt_p226_005,../ref_22.05k/SouthernEngland/p226/p226_005.wav,wav,,,p226,,english
229,VCTK_gt_p226_006,../ref_22.05k/SouthernEngland/p226/p226_006.wav,wav,,,p226,,english
230,VCTK_gt_p226_007,../ref_22.05k/SouthernEngland/p226/p226_007.wav,wav,,,p226,,english
231,VCTK_gt_p226_008,../ref_22.05k/SouthernEngland/p226/p226_008.wav,wav,,,p226,,english
232,VCTK_gt_p226_009,../ref_22.05k/SouthernEngland/p226/p226_009.wav,wav,,,p226,,english
233,VCTK_gt_p226_010,../ref_22.05k/SouthernEngland/p226/p226_010.wav,wav,,,p226,,english
234,VCTK_gt_p226_011,../ref_22.05k/SouthernEngland/p226/p226_011.wav,wav,,,p226,,english
235,VCTK_gt_p226_012,../ref_22.05k/SouthernEngland/p226/p226_012.wav,wav,,,p226,,english
236,VCTK_gt_p226_013,../ref_22.05k/SouthernEngland/p226/p226_013.wav,wav,,,p226,,english
237,VCTK_gt_p226_014,../ref_22.05k/SouthernEngland/p226/p226_014.wav,wav,,,p226,,english
238,VCTK_gt_p226_015,../ref_22.05k/SouthernEngland/p226/p226_015.wav,wav,,,p226,,english
239,VCTK_gt_p226_016,../ref_22.05k/SouthernEngland/p226/p226_016.wav,wav,,,p226,,english
240,VCTK_gt_p226_017,../ref_22.05k/SouthernEngland/p226/p226_017.wav,wav,,,p226,,english
241,VCTK_gt_p226_018,../ref_22.05k/SouthernEngland/p226/p226_018.wav,wav,,,p226,,english
242,VCTK_gt_p226_019,../ref_22.05k/SouthernEngland/p226/p226_019.wav,wav,,,p226,,english
243,VCTK_gt_p226_020,../ref_22.05k/SouthernEngland/p226/p226_020.wav,wav,,,p226,,english
244,VCTK_gt_p226_021,../ref_22.05k/SouthernEngland/p226/p226_021.wav,wav,,,p226,,english
245,VCTK_gt_p226_022,../ref_22.05k/SouthernEngland/p226/p226_022.wav,wav,,,p226,,english
246,VCTK_gt_p226_023,../ref_22.05k/SouthernEngland/p226/p226_023.wav,wav,,,p226,,english
247,VCTK_gt_p228_001,../ref_22.05k/SouthernEngland/p228/p228_001.wav,wav,,,p228,,english
248,VCTK_gt_p228_002,../ref_22.05k/SouthernEngland/p228/p228_002.wav,wav,,,p228,,english
249,VCTK_gt_p228_003,../ref_22.05k/SouthernEngland/p228/p228_003.wav,wav,,,p228,,english
250,VCTK_gt_p228_004,../ref_22.05k/SouthernEngland/p228/p228_004.wav,wav,,,p228,,english
251,VCTK_gt_p228_005,../ref_22.05k/SouthernEngland/p228/p228_005.wav,wav,,,p228,,english
252,VCTK_gt_p228_006,../ref_22.05k/SouthernEngland/p228/p228_006.wav,wav,,,p228,,english
253,VCTK_gt_p228_007,../ref_22.05k/SouthernEngland/p228/p228_007.wav,wav,,,p228,,english
254,VCTK_gt_p228_008,../ref_22.05k/SouthernEngland/p228/p228_008.wav,wav,,,p228,,english
255,VCTK_gt_p228_009,../ref_22.05k/SouthernEngland/p228/p228_009.wav,wav,,,p228,,english
256,VCTK_gt_p228_010,../ref_22.05k/SouthernEngland/p228/p228_010.wav,wav,,,p228,,english
257,VCTK_gt_p228_011,../ref_22.05k/SouthernEngland/p228/p228_011.wav,wav,,,p228,,english
258,VCTK_gt_p228_012,../ref_22.05k/SouthernEngland/p228/p228_012.wav,wav,,,p228,,english
259,VCTK_gt_p228_013,../ref_22.05k/SouthernEngland/p228/p228_013.wav,wav,,,p228,,english
